year,postal-code,state,division,count-fatalities,source,population,per-capita,per-million
2004,CT,Connecticut,New England,8,FE,3496094,2.2883E-06,2.2883
2004,CT,Connecticut,New England,8,FE_NV,3496094,2.2883E-06,2.2883
2005,CT,Connecticut,New England,6,FE,3506956,1.7109E-06,1.7109
2005,CT,Connecticut,New England,6,FE_NV,3506956,1.7109E-06,1.7109
2006,CT,Connecticut,New England,6,FE,3517460,1.7058E-06,1.7058
2006,CT,Connecticut,New England,5,FE_NV,3517460,1.4215E-06,1.4215
2007,CT,Connecticut,New England,2,FE,3527270,5.6701E-07,0.5670
2007,CT,Connecticut,New England,2,FE_NV,3527270,5.6701E-07,0.5670
2008,CT,Connecticut,New England,6,FE,3545579,1.6922E-06,1.6922
2008,CT,Connecticut,New England,6,FE_NV,3545579,1.6922E-06,1.6922
2009,CT,Connecticut,New England,8,FE,3561807,2.2461E-06,2.2461
2009,CT,Connecticut,New England,5,FE_NV,3561807,1.4038E-06,1.4038
2010,CT,Connecticut,New England,5,FE,3579173,1.3970E-06,1.3970
2010,CT,Connecticut,New England,4,FE_NV,3579173,1.1176E-06,1.1176
2011,CT,Connecticut,New England,4,FE,3588632,1.1146E-06,1.1146
2011,CT,Connecticut,New England,4,FE_NV,3588632,1.1146E-06,1.1146
2012,CT,Connecticut,New England,7,FE,3595211,1.9470E-06,1.9470
2012,CT,Connecticut,New England,5,FE_NV,3595211,1.3907E-06,1.3907
2013,CT,Connecticut,New England,12,MPV,3595792,3.3372E-06,3.3372
2013,CT,Connecticut,New England,14,FE,3595792,3.8934E-06,3.8934
2013,CT,Connecticut,New England,12,FE_NV,3595792,3.3372E-06,3.3372
2014,CT,Connecticut,New England,3,MPV,3595697,8.3433E-07,0.8343
2014,CT,Connecticut,New England,5,FE,3595697,1.3906E-06,1.3906
2014,CT,Connecticut,New England,4,FE_NV,3595697,1.1124E-06,1.1124
2015,CT,Connecticut,New England,2,WaPo,3588561,5.5733E-07,0.5573
2015,CT,Connecticut,New England,4,Guardian,3588561,1.1147E-06,1.1147
2015,CT,Connecticut,New England,4,MPV,3588561,1.1147E-06,1.1147
2015,CT,Connecticut,New England,5,FE,3588561,1.3933E-06,1.3933
2015,CT,Connecticut,New England,5,FE_NV,3588561,1.3933E-06,1.3933
2016,CT,Connecticut,New England,4,WaPo,3579830,1.1174E-06,1.1174
2016,CT,Connecticut,New England,5,Guardian,3579830,1.3967E-06,1.3967
2016,CT,Connecticut,New England,6,MPV,3579830,1.6761E-06,1.6761
2016,CT,Connecticut,New England,14,FE,3579830,3.9108E-06,3.9108
2016,CT,Connecticut,New England,7,FE_NV,3579830,1.9554E-06,1.9554
2017,CT,Connecticut,New England,6,WaPo,3575324,1.6782E-06,1.6782
2017,CT,Connecticut,New England,6,MPV,3575324,1.6782E-06,1.6782
2017,CT,Connecticut,New England,18,FE,3575324,5.0345E-06,5.0345
2017,CT,Connecticut,New England,9,FE_NV,3575324,2.5173E-06,2.5173
2018,CT,Connecticut,New England,1,WaPo,3574561,2.7975E-07,0.2798
2018,CT,Connecticut,New England,1,MPV,3574561,2.7975E-07,0.2798
2018,CT,Connecticut,New England,6,FE,3574561,1.6785E-06,1.6785
2018,CT,Connecticut,New England,3,FE_NV,3574561,8.3926E-07,0.8393
2019,CT,Connecticut,New England,4,WaPo,3566022,1.1217E-06,1.1217
2019,CT,Connecticut,New England,4,MPV,3566022,1.1217E-06,1.1217
2019,CT,Connecticut,New England,8,FE,3566022,2.2434E-06,2.2434
2019,CT,Connecticut,New England,7,FE_NV,3566022,1.9630E-06,1.9630
2020,CT,Connecticut,New England,5,WaPo,3557006,1.4057E-06,1.4057
2020,CT,Connecticut,New England,4,MPV,3557006,1.1245E-06,1.1245
2020,CT,Connecticut,New England,6,FE,3557006,1.6868E-06,1.6868
2020,CT,Connecticut,New England,6,FE_NV,3557006,1.6868E-06,1.6868
2000,DC,District of Columbia,South Atlantic,0,FE,572046,0.0000E+00,0.0000
2000,DC,District of Columbia,South Atlantic,0,FE_NV,572046,0.0000E+00,0.0000
2001,DC,District of Columbia,South Atlantic,2,FE,574504,3.4813E-06,3.4813
2001,DC,District of Columbia,South Atlantic,2,FE_NV,574504,3.4813E-06,3.4813
2002,DC,District of Columbia,South Atlantic,2,FE,573158,3.4894E-06,3.4894
2002,DC,District of Columbia,South Atlantic,2,FE_NV,573158,3.4894E-06,3.4894
2003,DC,District of Columbia,South Atlantic,2,FE,568502,3.5180E-06,3.5180
2003,DC,District of Columbia,South Atlantic,2,FE_NV,568502,3.5180E-06,3.5180
2004,DC,District of Columbia,South Atlantic,4,FE,567754,7.0453E-06,7.0453
2004,DC,District of Columbia,South Atlantic,2,FE_NV,567754,3.5227E-06,3.5227
2005,DC,District of Columbia,South Atlantic,2,FE,567136,3.5265E-06,3.5265
2005,DC,District of Columbia,South Atlantic,2,FE_NV,567136,3.5265E-06,3.5265
2006,DC,District of Columbia,South Atlantic,2,FE,570681,3.5046E-06,3.5046
2006,DC,District of Columbia,South Atlantic,2,FE_NV,570681,3.5046E-06,3.5046
2007,DC,District of Columbia,South Atlantic,3,FE,574404,5.2228E-06,5.2228
2007,DC,District of Columbia,South Atlantic,3,FE_NV,574404,5.2228E-06,5.2228
2008,DC,District of Columbia,South Atlantic,2,FE,580236,3.4469E-06,3.4469
2008,DC,District of Columbia,South Atlantic,2,FE_NV,580236,3.4469E-06,3.4469
2009,DC,District of Columbia,South Atlantic,12,FE,592228,2.0262E-05,20.2625
2009,DC,District of Columbia,South Atlantic,11,FE_NV,592228,1.8574E-05,18.5739
2010,DC,District of Columbia,South Atlantic,0,FE_NV,605282,0.0000E+00,0.0000
2010,DC,District of Columbia,South Atlantic,0,FE,605282,0.0000E+00,0.0000
2011,DC,District of Columbia,South Atlantic,6,FE,620290,9.6729E-06,9.6729
2011,DC,District of Columbia,South Atlantic,6,FE_NV,620290,9.6729E-06,9.6729
2012,DC,District of Columbia,South Atlantic,6,FE,635737,9.4379E-06,9.4379
2012,DC,District of Columbia,South Atlantic,5,FE_NV,635737,7.8649E-06,7.8649
2013,DC,District of Columbia,South Atlantic,7,MPV,651559,1.0743E-05,10.7435
2013,DC,District of Columbia,South Atlantic,7,FE,651559,1.0743E-05,10.7435
2013,DC,District of Columbia,South Atlantic,7,FE_NV,651559,1.0743E-05,10.7435
2014,DC,District of Columbia,South Atlantic,4,MPV,663603,6.0277E-06,6.0277
2014,DC,District of Columbia,South Atlantic,6,FE,663603,9.0416E-06,9.0416
2014,DC,District of Columbia,South Atlantic,4,FE_NV,663603,6.0277E-06,6.0277
2015,DC,District of Columbia,South Atlantic,4,WaPo,677014,5.9083E-06,5.9083
2015,DC,District of Columbia,South Atlantic,7,Guardian,677014,1.0340E-05,10.3395
2015,DC,District of Columbia,South Atlantic,6,MPV,677014,8.8624E-06,8.8624
2015,DC,District of Columbia,South Atlantic,9,FE,677014,1.3294E-05,13.2937
2015,DC,District of Columbia,South Atlantic,8,FE_NV,677014,1.1817E-05,11.8166
2016,DC,District of Columbia,South Atlantic,5,WaPo,687576,7.2719E-06,7.2719
2016,DC,District of Columbia,South Atlantic,5,Guardian,687576,7.2719E-06,7.2719
2016,DC,District of Columbia,South Atlantic,5,MPV,687576,7.2719E-06,7.2719
2016,DC,District of Columbia,South Atlantic,6,FE,687576,8.7263E-06,8.7263
2016,DC,District of Columbia,South Atlantic,5,FE_NV,687576,7.2719E-06,7.2719
2017,DC,District of Columbia,South Atlantic,2,WaPo,697079,2.8691E-06,2.8691
2017,DC,District of Columbia,South Atlantic,2,MPV,697079,2.8691E-06,2.8691
2017,DC,District of Columbia,South Atlantic,2,FE,697079,2.8691E-06,2.8691
2017,DC,District of Columbia,South Atlantic,2,FE_NV,697079,2.8691E-06,2.8691
2018,DC,District of Columbia,South Atlantic,1,WaPo,704147,1.4202E-06,1.4202
2018,DC,District of Columbia,South Atlantic,1,MPV,704147,1.4202E-06,1.4202
2018,DC,District of Columbia,South Atlantic,3,FE,704147,4.2605E-06,4.2605
2018,DC,District of Columbia,South Atlantic,2,FE_NV,704147,2.8403E-06,2.8403
2019,DC,District of Columbia,South Atlantic,1,WaPo,708253,1.4119E-06,1.4119
2019,DC,District of Columbia,South Atlantic,1,MPV,708253,1.4119E-06,1.4119
2019,DC,District of Columbia,South Atlantic,4,FE,708253,5.6477E-06,5.6477
2019,DC,District of Columbia,South Atlantic,2,FE_NV,708253,2.8238E-06,2.8238
2020,DC,District of Columbia,South Atlantic,1,WaPo,712816,1.4029E-06,1.4029
2020,DC,District of Columbia,South Atlantic,1,MPV,712816,1.4029E-06,1.4029
2020,DC,District of Columbia,South Atlantic,3,FE,712816,4.2087E-06,4.2087
2020,DC,District of Columbia,South Atlantic,1,FE_NV,712816,1.4029E-06,1.4029
2000,DE,Delaware,South Atlantic,0,FE,786373,0.0000E+00,0.0000
2000,DE,Delaware,South Atlantic,0,FE_NV,786373,0.0000E+00,0.0000
2001,DE,Delaware,South Atlantic,1,FE,795699,1.2568E-06,1.2568
2001,DE,Delaware,South Atlantic,1,FE_NV,795699,1.2568E-06,1.2568
2002,DE,Delaware,South Atlantic,0,FE,806169,0.0000E+00,0.0000
2002,DE,Delaware,South Atlantic,0,FE_NV,806169,0.0000E+00,0.0000
2003,DE,Delaware,South Atlantic,2,FE,818003,2.4450E-06,2.4450
2003,DE,Delaware,South Atlantic,1,FE_NV,818003,1.2225E-06,1.2225
2004,DE,Delaware,South Atlantic,0,FE,830803,0.0000E+00,0.0000
2004,DE,Delaware,South Atlantic,0,FE_NV,830803,0.0000E+00,0.0000
2005,DE,Delaware,South Atlantic,1,FE,845150,1.1832E-06,1.1832
2005,DE,Delaware,South Atlantic,1,FE_NV,845150,1.1832E-06,1.1832
2006,DE,Delaware,South Atlantic,5,FE,859268,5.8189E-06,5.8189
2006,DE,Delaware,South Atlantic,4,FE_NV,859268,4.6551E-06,4.6551
2007,DE,Delaware,South Atlantic,1,FE,871749,1.1471E-06,1.1471
2007,DE,Delaware,South Atlantic,1,FE_NV,871749,1.1471E-06,1.1471
2008,DE,Delaware,South Atlantic,4,FE,883874,4.5255E-06,4.5255
2008,DE,Delaware,South Atlantic,4,FE_NV,883874,4.5255E-06,4.5255
2009,DE,Delaware,South Atlantic,1,FE,891730,1.1214E-06,1.1214
2009,DE,Delaware,South Atlantic,1,FE_NV,891730,1.1214E-06,1.1214
2010,DE,Delaware,South Atlantic,2,FE,899647,2.2231E-06,2.2231
2010,DE,Delaware,South Atlantic,2,FE_NV,899647,2.2231E-06,2.2231
2011,DE,Delaware,South Atlantic,0,FE,907590,0.0000E+00,0.0000
2011,DE,Delaware,South Atlantic,0,FE_NV,907590,0.0000E+00,0.0000
2012,DE,Delaware,South Atlantic,4,FE,915518,4.3691E-06,4.3691
2012,DE,Delaware,South Atlantic,3,FE_NV,915518,3.2768E-06,3.2768
2013,DE,Delaware,South Atlantic,2,MPV,924062,2.1644E-06,2.1644
2013,DE,Delaware,South Atlantic,5,FE,924062,5.4109E-06,5.4109
2013,DE,Delaware,South Atlantic,3,FE_NV,924062,3.2465E-06,3.2465
2014,DE,Delaware,South Atlantic,3,MPV,933131,3.2150E-06,3.2150
2014,DE,Delaware,South Atlantic,7,FE,933131,7.5016E-06,7.5016
2014,DE,Delaware,South Atlantic,4,FE_NV,933131,4.2866E-06,4.2866
2015,DE,Delaware,South Atlantic,3,WaPo,942065,3.1845E-06,3.1845
2015,DE,Delaware,South Atlantic,4,Guardian,942065,4.2460E-06,4.2460
2015,DE,Delaware,South Atlantic,4,MPV,942065,4.2460E-06,4.2460
2015,DE,Delaware,South Atlantic,7,FE,942065,7.4305E-06,7.4305
2015,DE,Delaware,South Atlantic,5,FE_NV,942065,5.3075E-06,5.3075
2016,DE,Delaware,South Atlantic,1,WaPo,949989,1.0526E-06,1.0526
2016,DE,Delaware,South Atlantic,1,Guardian,949989,1.0526E-06,1.0526
2016,DE,Delaware,South Atlantic,1,MPV,949989,1.0526E-06,1.0526
2016,DE,Delaware,South Atlantic,1,FE,949989,1.0526E-06,1.0526
2016,DE,Delaware,South Atlantic,1,FE_NV,949989,1.0526E-06,1.0526
2017,DE,Delaware,South Atlantic,6,WaPo,957942,6.2634E-06,6.2634
2017,DE,Delaware,South Atlantic,7,MPV,957942,7.3073E-06,7.3073
2017,DE,Delaware,South Atlantic,7,FE,957942,7.3073E-06,7.3073
2017,DE,Delaware,South Atlantic,7,FE_NV,957942,7.3073E-06,7.3073
2018,DE,Delaware,South Atlantic,0,WaPo,966985,0.0000E+00,0.0000
2018,DE,Delaware,South Atlantic,1,MPV,966985,1.0341E-06,1.0341
2018,DE,Delaware,South Atlantic,4,FE,966985,4.1366E-06,4.1366
2018,DE,Delaware,South Atlantic,1,FE_NV,966985,1.0341E-06,1.0341
2019,DE,Delaware,South Atlantic,2,WaPo,976668,2.0478E-06,2.0478
2019,DE,Delaware,South Atlantic,2,MPV,976668,2.0478E-06,2.0478
2019,DE,Delaware,South Atlantic,3,FE,976668,3.0717E-06,3.0717
2019,DE,Delaware,South Atlantic,3,FE_NV,976668,3.0717E-06,3.0717
2020,DE,Delaware,South Atlantic,2,WaPo,986809,2.0267E-06,2.0267
2020,DE,Delaware,South Atlantic,2,MPV,986809,2.0267E-06,2.0267
2020,DE,Delaware,South Atlantic,5,FE,986809,5.0668E-06,5.0668
2020,DE,Delaware,South Atlantic,3,FE_NV,986809,3.0401E-06,3.0401
2000,FL,Florida,South Atlantic,38,FE,16047515,2.3680E-06,2.3680
2000,FL,Florida,South Atlantic,26,FE_NV,16047515,1.6202E-06,1.6202
2001,FL,Florida,South Atlantic,29,FE,16356966,1.7729E-06,1.7729
2001,FL,Florida,South Atlantic,26,FE_NV,16356966,1.5895E-06,1.5895
2002,FL,Florida,South Atlantic,56,FE,16689370,3.3554E-06,3.3554
2002,FL,Florida,South Atlantic,46,FE_NV,16689370,2.7562E-06,2.7562
2003,FL,Florida,South Atlantic,47,FE,17004085,2.7640E-06,2.7640
2003,FL,Florida,South Atlantic,36,FE_NV,17004085,2.1171E-06,2.1171
2004,FL,Florida,South Atlantic,53,FE,17415318,3.0433E-06,3.0433
2004,FL,Florida,South Atlantic,52,FE_NV,17415318,2.9859E-06,2.9859
2005,FL,Florida,South Atlantic,61,FE,17842038,3.4189E-06,3.4189
2005,FL,Florida,South Atlantic,53,FE_NV,17842038,2.9705E-06,2.9705
2006,FL,Florida,South Atlantic,64,FE,18166990,3.5229E-06,3.5229
2006,FL,Florida,South Atlantic,53,FE_NV,18166990,2.9174E-06,2.9174
2007,FL,Florida,South Atlantic,65,FE,18367842,3.5388E-06,3.5388
2007,FL,Florida,South Atlantic,54,FE_NV,18367842,2.9399E-06,2.9399
2008,FL,Florida,South Atlantic,72,FE,18527305,3.8862E-06,3.8862
2008,FL,Florida,South Atlantic,63,FE_NV,18527305,3.4004E-06,3.4004
2009,FL,Florida,South Atlantic,89,FE,18652644,4.7714E-06,4.7714
2009,FL,Florida,South Atlantic,75,FE_NV,18652644,4.0209E-06,4.0209
2010,FL,Florida,South Atlantic,87,FE,18846143,4.6163E-06,4.6163
2010,FL,Florida,South Atlantic,68,FE_NV,18846143,3.6082E-06,3.6082
2011,FL,Florida,South Atlantic,96,FE,19055607,5.0379E-06,5.0379
2011,FL,Florida,South Atlantic,84,FE_NV,19055607,4.4082E-06,4.4082
2012,FL,Florida,South Atlantic,97,FE,19302016,5.0254E-06,5.0254
2012,FL,Florida,South Atlantic,86,FE_NV,19302016,4.4555E-06,4.4555
2013,FL,Florida,South Atlantic,90,MPV,19551678,4.6032E-06,4.6032
2013,FL,Florida,South Atlantic,117,FE,19551678,5.9841E-06,5.9841
2013,FL,Florida,South Atlantic,89,FE_NV,19551678,4.5520E-06,4.5520
2014,FL,Florida,South Atlantic,94,MPV,19853880,4.7346E-06,4.7346
2014,FL,Florida,South Atlantic,119,FE,19853880,5.9938E-06,5.9938
2014,FL,Florida,South Atlantic,95,FE_NV,19853880,4.7850E-06,4.7850
2015,FL,Florida,South Atlantic,61,WaPo,20219111,3.0169E-06,3.0169
2015,FL,Florida,South Atlantic,71,Guardian,20219111,3.5115E-06,3.5115
2015,FL,Florida,South Atlantic,72,MPV,20219111,3.5610E-06,3.5610
2015,FL,Florida,South Atlantic,89,FE,20219111,4.4018E-06,4.4018
2015,FL,Florida,South Atlantic,74,FE_NV,20219111,3.6599E-06,3.6599
2016,FL,Florida,South Atlantic,60,WaPo,20627237,2.9088E-06,2.9088
2016,FL,Florida,South Atlantic,73,Guardian,20627237,3.5390E-06,3.5390
2016,FL,Florida,South Atlantic,72,MPV,20627237,3.4905E-06,3.4905
2016,FL,Florida,South Atlantic,112,FE,20627237,5.4297E-06,5.4297
2016,FL,Florida,South Atlantic,102,FE_NV,20627237,4.9449E-06,4.9449
2017,FL,Florida,South Atlantic,58,WaPo,20977089,2.7649E-06,2.7649
2017,FL,Florida,South Atlantic,65,MPV,20977089,3.0986E-06,3.0986
2017,FL,Florida,South Atlantic,107,FE,20977089,5.1008E-06,5.1008
2017,FL,Florida,South Atlantic,84,FE_NV,20977089,4.0044E-06,4.0044
2018,FL,Florida,South Atlantic,64,WaPo,21254926,3.0111E-06,3.0111
2018,FL,Florida,South Atlantic,78,MPV,21254926,3.6697E-06,3.6697
2018,FL,Florida,South Atlantic,129,FE,21254926,6.0692E-06,6.0692
2018,FL,Florida,South Atlantic,106,FE_NV,21254926,4.9871E-06,4.9871
2019,FL,Florida,South Atlantic,64,WaPo,21492056,2.9778E-06,2.9778
2019,FL,Florida,South Atlantic,69,MPV,21492056,3.2105E-06,3.2105
2019,FL,Florida,South Atlantic,108,FE,21492056,5.0251E-06,5.0251
2019,FL,Florida,South Atlantic,93,FE_NV,21492056,4.3272E-06,4.3272
2020,FL,Florida,South Atlantic,92,WaPo,21733312,4.2331E-06,4.2331
2020,FL,Florida,South Atlantic,94,MPV,21733312,4.3252E-06,4.3252
2020,FL,Florida,South Atlantic,152,FE,21733312,6.9939E-06,6.9939
2020,FL,Florida,South Atlantic,115,FE_NV,21733312,5.2914E-06,5.2914
2000,GA,Georgia,South Atlantic,36,FE,8227303,4.3757E-06,4.3757
2000,GA,Georgia,South Atlantic,25,FE_NV,8227303,3.0387E-06,3.0387
2001,GA,Georgia,South Atlantic,38,FE,8377038,4.5362E-06,4.5362
2001,GA,Georgia,South Atlantic,31,FE_NV,8377038,3.7006E-06,3.7006
2002,GA,Georgia,South Atlantic,37,FE,8508256,4.3487E-06,4.3487
2002,GA,Georgia,South Atlantic,28,FE_NV,8508256,3.2909E-06,3.2909
2003,GA,Georgia,South Atlantic,34,FE,8622793,3.9430E-06,3.9430
2003,GA,Georgia,South Atlantic,27,FE_NV,8622793,3.1312E-06,3.1312
2004,GA,Georgia,South Atlantic,35,FE,8769252,3.9912E-06,3.9912
2004,GA,Georgia,South Atlantic,28,FE_NV,8769252,3.1930E-06,3.1930
2005,GA,Georgia,South Atlantic,39,FE,8925922,4.3693E-06,4.3693
2005,GA,Georgia,South Atlantic,30,FE_NV,8925922,3.3610E-06,3.3610
2006,GA,Georgia,South Atlantic,58,FE,9155813,6.3348E-06,6.3348
2006,GA,Georgia,South Atlantic,47,FE_NV,9155813,5.1334E-06,5.1334
2007,GA,Georgia,South Atlantic,37,FE,9349988,3.9572E-06,3.9572
2007,GA,Georgia,South Atlantic,28,FE_NV,9349988,2.9947E-06,2.9947
2008,GA,Georgia,South Atlantic,48,FE,9504843,5.0501E-06,5.0501
2008,GA,Georgia,South Atlantic,30,FE_NV,9504843,3.1563E-06,3.1563
2009,GA,Georgia,South Atlantic,40,FE,9620846,4.1576E-06,4.1576
2009,GA,Georgia,South Atlantic,33,FE_NV,9620846,3.4301E-06,3.4301
2010,GA,Georgia,South Atlantic,48,FE,9712209,4.9422E-06,4.9422
2010,GA,Georgia,South Atlantic,42,FE_NV,9712209,4.3245E-06,4.3245
2011,GA,Georgia,South Atlantic,47,FE,9803630,4.7941E-06,4.7941
2011,GA,Georgia,South Atlantic,39,FE_NV,9803630,3.9781E-06,3.9781
2012,GA,Georgia,South Atlantic,62,FE,9903580,6.2604E-06,6.2604
2012,GA,Georgia,South Atlantic,49,FE_NV,9903580,4.9477E-06,4.9477
2013,GA,Georgia,South Atlantic,35,MPV,9975592,3.5086E-06,3.5086
2013,GA,Georgia,South Atlantic,65,FE,9975592,6.5159E-06,6.5159
2013,GA,Georgia,South Atlantic,43,FE_NV,9975592,4.3105E-06,4.3105
2014,GA,Georgia,South Atlantic,28,MPV,10071204,2.7802E-06,2.7802
2014,GA,Georgia,South Atlantic,53,FE,10071204,5.2625E-06,5.2625
2014,GA,Georgia,South Atlantic,34,FE_NV,10071204,3.3760E-06,3.3760
2015,GA,Georgia,South Atlantic,29,WaPo,10183353,2.8478E-06,2.8478
2015,GA,Georgia,South Atlantic,39,Guardian,10183353,3.8298E-06,3.8298
2015,GA,Georgia,South Atlantic,34,MPV,10183353,3.3388E-06,3.3388
2015,GA,Georgia,South Atlantic,53,FE,10183353,5.2046E-06,5.2046
2015,GA,Georgia,South Atlantic,41,FE_NV,10183353,4.0262E-06,4.0262
2016,GA,Georgia,South Atlantic,26,WaPo,10308442,2.5222E-06,2.5222
2016,GA,Georgia,South Atlantic,30,Guardian,10308442,2.9102E-06,2.9102
2016,GA,Georgia,South Atlantic,29,MPV,10308442,2.8132E-06,2.8132
2016,GA,Georgia,South Atlantic,52,FE,10308442,5.0444E-06,5.0444
2016,GA,Georgia,South Atlantic,38,FE_NV,10308442,3.6863E-06,3.6863
2017,GA,Georgia,South Atlantic,29,WaPo,10417031,2.7839E-06,2.7839
2017,GA,Georgia,South Atlantic,38,MPV,10417031,3.6479E-06,3.6479
2017,GA,Georgia,South Atlantic,69,FE,10417031,6.6238E-06,6.6238
2017,GA,Georgia,South Atlantic,49,FE_NV,10417031,4.7038E-06,4.7038
2018,GA,Georgia,South Atlantic,44,WaPo,10519389,4.1828E-06,4.1828
2018,GA,Georgia,South Atlantic,54,MPV,10519389,5.1334E-06,5.1334
2018,GA,Georgia,South Atlantic,91,FE,10519389,8.6507E-06,8.6507
2018,GA,Georgia,South Atlantic,70,FE_NV,10519389,6.6544E-06,6.6544
2019,GA,Georgia,South Atlantic,37,WaPo,10628020,3.4814E-06,3.4814
2019,GA,Georgia,South Atlantic,47,MPV,10628020,4.4223E-06,4.4223
2019,GA,Georgia,South Atlantic,80,FE,10628020,7.5273E-06,7.5273
2019,GA,Georgia,South Atlantic,57,FE_NV,10628020,5.3632E-06,5.3632
2020,GA,Georgia,South Atlantic,37,WaPo,10710017,3.4547E-06,3.4547
2020,GA,Georgia,South Atlantic,40,MPV,10710017,3.7348E-06,3.7348
2020,GA,Georgia,South Atlantic,91,FE,10710017,8.4967E-06,8.4967
2020,GA,Georgia,South Atlantic,56,FE_NV,10710017,5.2287E-06,5.2287
2000,HI,Hawaii,Pacific,8,FE,1213519,6.5924E-06,6.5924
2000,HI,Hawaii,Pacific,2,FE_NV,1213519,1.6481E-06,1.6481
2001,HI,Hawaii,Pacific,8,FE,1225948,6.5256E-06,6.5256
2001,HI,Hawaii,Pacific,5,FE_NV,1225948,4.0785E-06,4.0785
2002,HI,Hawaii,Pacific,4,FE,1239613,3.2268E-06,3.2268
2002,HI,Hawaii,Pacific,3,FE_NV,1239613,2.4201E-06,2.4201
2003,HI,Hawaii,Pacific,2,FE,1251154,1.5985E-06,1.5985
2003,HI,Hawaii,Pacific,1,FE_NV,1251154,7.9926E-07,0.7993
2004,HI,Hawaii,Pacific,4,FE,1273569,3.1408E-06,3.1408
2004,HI,Hawaii,Pacific,3,FE_NV,1273569,2.3556E-06,2.3556
2005,HI,Hawaii,Pacific,0,FE_NV,1292729,0.0000E+00,0.0000
2005,HI,Hawaii,Pacific,1,FE,1292729,7.7356E-07,0.7736
2006,HI,Hawaii,Pacific,3,FE,1309731,2.2905E-06,2.2905
2006,HI,Hawaii,Pacific,3,FE_NV,1309731,2.2905E-06,2.2905
2007,HI,Hawaii,Pacific,3,FE,1315675,2.2802E-06,2.2802
2007,HI,Hawaii,Pacific,1,FE_NV,1315675,7.6007E-07,0.7601
2008,HI,Hawaii,Pacific,2,FE,1332213,1.5013E-06,1.5013
2008,HI,Hawaii,Pacific,2,FE_NV,1332213,1.5013E-06,1.5013
2009,HI,Hawaii,Pacific,2,FE,1346717,1.4851E-06,1.4851
2009,HI,Hawaii,Pacific,1,FE_NV,1346717,7.4255E-07,0.7425
2010,HI,Hawaii,Pacific,1,FE,1364004,7.3314E-07,0.7331
2010,HI,Hawaii,Pacific,1,FE_NV,1364004,7.3314E-07,0.7331
2011,HI,Hawaii,Pacific,5,FE,1379562,3.6243E-06,3.6243
2011,HI,Hawaii,Pacific,5,FE_NV,1379562,3.6243E-06,3.6243
2012,HI,Hawaii,Pacific,4,FE,1395199,2.8670E-06,2.8670
2012,HI,Hawaii,Pacific,3,FE_NV,1395199,2.1502E-06,2.1502
2013,HI,Hawaii,Pacific,4,MPV,1408822,2.8393E-06,2.8393
2013,HI,Hawaii,Pacific,4,FE,1408822,2.8393E-06,2.8393
2013,HI,Hawaii,Pacific,4,FE_NV,1408822,2.8393E-06,2.8393
2014,HI,Hawaii,Pacific,3,MPV,1415335,2.1196E-06,2.1196
2014,HI,Hawaii,Pacific,4,FE,1415335,2.8262E-06,2.8262
2014,HI,Hawaii,Pacific,3,FE_NV,1415335,2.1196E-06,2.1196
2015,HI,Hawaii,Pacific,2,WaPo,1422999,1.4055E-06,1.4055
2015,HI,Hawaii,Pacific,5,Guardian,1422999,3.5137E-06,3.5137
2015,HI,Hawaii,Pacific,2,MPV,1422999,1.4055E-06,1.4055
2015,HI,Hawaii,Pacific,6,FE,1422999,4.2164E-06,4.2164
2015,HI,Hawaii,Pacific,4,FE_NV,1422999,2.8110E-06,2.8110
2016,HI,Hawaii,Pacific,6,WaPo,1428885,4.1991E-06,4.1991
2016,HI,Hawaii,Pacific,7,Guardian,1428885,4.8989E-06,4.8989
2016,HI,Hawaii,Pacific,6,MPV,1428885,4.1991E-06,4.1991
2016,HI,Hawaii,Pacific,8,FE,1428885,5.5988E-06,5.5988
2016,HI,Hawaii,Pacific,8,FE_NV,1428885,5.5988E-06,5.5988
2017,HI,Hawaii,Pacific,3,WaPo,1425763,2.1041E-06,2.1041
2017,HI,Hawaii,Pacific,4,MPV,1425763,2.8055E-06,2.8055
2017,HI,Hawaii,Pacific,5,FE,1425763,3.5069E-06,3.5069
2017,HI,Hawaii,Pacific,4,FE_NV,1425763,2.8055E-06,2.8055
2018,HI,Hawaii,Pacific,11,WaPo,1423102,7.7296E-06,7.7296
2018,HI,Hawaii,Pacific,11,MPV,1423102,7.7296E-06,7.7296
2018,HI,Hawaii,Pacific,16,FE,1423102,1.1243E-05,11.2430
2018,HI,Hawaii,Pacific,16,FE_NV,1423102,1.1243E-05,11.2430
2019,HI,Hawaii,Pacific,7,WaPo,1415615,4.9448E-06,4.9448
2019,HI,Hawaii,Pacific,7,MPV,1415615,4.9448E-06,4.9448
2019,HI,Hawaii,Pacific,13,FE,1415615,9.1833E-06,9.1833
2019,HI,Hawaii,Pacific,10,FE_NV,1415615,7.0641E-06,7.0641
2020,HI,Hawaii,Pacific,2,WaPo,1407006,1.4215E-06,1.4215
2020,HI,Hawaii,Pacific,2,MPV,1407006,1.4215E-06,1.4215
